"","film","revenue","budget","language","popularity","runtime","vote average","vote count","id","release date","certification","genre","genre_txt","log_budget","log_revenue","log_popularity","budgtet_mill","rev_mil","year","lustrum","decade"
"595","Lone Wolf McQuade",12232628,5e+06,"en",8311,107,6,115,14854,1983-04-15,"PG",80,"Crime",15.4249484703984,16.3196173660187,9.02533521755303,50,122.33,1983,"80-84","80-89"
"596","Return of the Jedi",572700000,32350000,"en",17193,135,8,9139,1892,1983-05-25,"PG",28,"Action",17.2921245789112,20.1658725773641,9.75225760321985,323.5,5727,1983,"80-84","80-89"
"597","Return of the Jedi",572700000,32350000,"en",17193,135,8,9139,1892,1983-05-25,"PG",12,"Adventure",17.2921245789112,20.1658725773641,9.75225760321985,323.5,5727,1983,"80-84","80-89"
"598","Return of the Jedi",572700000,32350000,"en",17193,135,8,9139,1892,1983-05-25,"PG",878,"Science Fiction",17.2921245789112,20.1658725773641,9.75225760321985,323.5,5727,1983,"80-84","80-89"
"599","WarGames",79567667,1.2e+07,"en",9462,114,7.1,967,860,1983-06-03,"PG",53,"Thriller",16.3004172077523,18.1921183748284,9.15503905619109,120,795.68,1983,"80-84","80-89"
"600","WarGames",79567667,1.2e+07,"en",9462,114,7.1,967,860,1983-06-03,"PG",878,"Science Fiction",16.3004172077523,18.1921183748284,9.15503905619109,120,795.68,1983,"80-84","80-89"
"601","Psycho II",34725000,5e+06,"en",6836,113,6.3,312,10576,1983-06-03,"R",27,"Horror",15.4249484703984,17.3629704466047,8.82995804423548,50,347.25,1983,"80-84","80-89"
"602","Psycho II",34725000,5e+06,"en",6836,113,6.3,312,10576,1983-06-03,"R",9648,"Mystery",15.4249484703984,17.3629704466047,8.82995804423548,50,347.25,1983,"80-84","80-89"
"603","Psycho II",34725000,5e+06,"en",6836,113,6.3,312,10576,1983-06-03,"R",53,"Thriller",15.4249484703984,17.3629704466047,8.82995804423548,50,347.25,1983,"80-84","80-89"
"604","Octopussy",187500000,27500000,"en",14122,131,6.3,1007,700,1983-06-05,"PG",28,"Action",17.1296965626368,19.0492894033747,9.55548914407629,275,1875,1983,"80-84","80-89"
"605","Octopussy",187500000,27500000,"en",14122,131,6.3,1007,700,1983-06-05,"PG",12,"Adventure",17.1296965626368,19.0492894033747,9.55548914407629,275,1875,1983,"80-84","80-89"
"606","Octopussy",187500000,27500000,"en",14122,131,6.3,1007,700,1983-06-05,"PG",53,"Thriller",17.1296965626368,19.0492894033747,9.55548914407629,275,1875,1983,"80-84","80-89"
"607","Trading Places",90404800,1.5e+07,"en",12472,116,7.1,1775,1621,1983-06-07,"R",35,"Comedy",16.5235607590665,18.3198079212979,9.43124141073761,150,904.05,1983,"80-84","80-89"
"608","Superman III",75850624,3.9e+07,"en",9868,125,5.4,960,9531,1983-06-17,"PG",35,"Comedy",17.4790722040939,18.1442764904883,9.19705247764925,390,758.51,1983,"80-84","80-89"
"609","Superman III",75850624,3.9e+07,"en",9868,125,5.4,960,9531,1983-06-17,"PG",878,"Science Fiction",17.4790722040939,18.1442764904883,9.19705247764925,390,758.51,1983,"80-84","80-89"
"610","Superman III",75850624,3.9e+07,"en",9868,125,5.4,960,9531,1983-06-17,"PG",28,"Action",17.4790722040939,18.1442764904883,9.19705247764925,390,758.51,1983,"80-84","80-89"
"611","Superman III",75850624,3.9e+07,"en",9868,125,5.4,960,9531,1983-06-17,"PG",12,"Adventure",17.4790722040939,18.1442764904883,9.19705247764925,390,758.51,1983,"80-84","80-89"
"612","Twilight Zone The Movie",29450919,1e+07,"en",8923,101,6.4,373,15301,1983-06-24,"PG",18,"Drama",16.1180956509583,17.1982356730079,9.09638749190015,100,294.51,1983,"80-84","80-89"
"613","Twilight Zone The Movie",29450919,1e+07,"en",8923,101,6.4,373,15301,1983-06-24,"PG",14,"Fantasy",16.1180956509583,17.1982356730079,9.09638749190015,100,294.51,1983,"80-84","80-89"
"614","Twilight Zone The Movie",29450919,1e+07,"en",8923,101,6.4,373,15301,1983-06-24,"PG",27,"Horror",16.1180956509583,17.1982356730079,9.09638749190015,100,294.51,1983,"80-84","80-89"
"615","Twilight Zone The Movie",29450919,1e+07,"en",8923,101,6.4,373,15301,1983-06-24,"PG",878,"Science Fiction",16.1180956509583,17.1982356730079,9.09638749190015,100,294.51,1983,"80-84","80-89"
"616","Twilight Zone The Movie",29450919,1e+07,"en",8923,101,6.4,373,15301,1983-06-24,"PG",53,"Thriller",16.1180956509583,17.1982356730079,9.09638749190015,100,294.51,1983,"80-84","80-89"
"617","Porkys II The Next Day",33759266,6500000,"en",5555,98,5.3,126,19698,1983-06-24,"R",35,"Comedy",15.6873127348659,17.3347654857495,8.62245370207373,65,337.59,1983,"80-84","80-89"
"618","Staying Alive",64892670,2.2e+07,"en",6594,93,5.4,228,10805,1983-07-11,"PG",18,"Drama",16.9065530113226,17.9882452323066,8.79391542363168,220,648.93,1983,"80-84","80-89"
"619","Staying Alive",64892670,2.2e+07,"en",6594,93,5.4,228,10805,1983-07-11,"PG",10402,"Music",16.9065530113226,17.9882452323066,8.79391542363168,220,648.93,1983,"80-84","80-89"
"620","National Lampoons Vacation",61399552,1.5e+07,"en",10667,99,7.1,777,11153,1983-07-28,"R",35,"Comedy",16.5235607590665,17.9329130966738,9.27491014262548,150,614,1983,"80-84","80-89"
"621","National Lampoons Vacation",61399552,1.5e+07,"en",10667,99,7.1,777,11153,1983-07-28,"R",12,"Adventure",16.5235607590665,17.9329130966738,9.27491014262548,150,614,1983,"80-84","80-89"
"622","Risky Business",63541777,6200000,"en",8857,98,6.6,651,9346,1983-08-05,"R",35,"Comedy",15.6400598500153,17.9672081530498,9.08896338580958,62,635.42,1983,"80-84","80-89"
"623","Risky Business",63541777,6200000,"en",8857,98,6.6,651,9346,1983-08-05,"R",18,"Drama",15.6400598500153,17.9672081530498,9.08896338580958,62,635.42,1983,"80-84","80-89"
"624","Risky Business",63541777,6200000,"en",8857,98,6.6,651,9346,1983-08-05,"R",10749,"Romance",15.6400598500153,17.9672081530498,9.08896338580958,62,635.42,1983,"80-84","80-89"
"625","Cujo",21200000,5e+06,"en",6778,93,6,466,10489,1983-08-10,"R",27,"Horror",15.4249484703984,16.8695117396422,8.821437352167,50,212,1983,"80-84","80-89"
"626","Cujo",21200000,5e+06,"en",6778,93,6,466,10489,1983-08-10,"R",53,"Thriller",15.4249484703984,16.8695117396422,8.821437352167,50,212,1983,"80-84","80-89"
"627","Never Say Never Again",1.6e+08,3.6e+07,"en",12753,134,6.1,708,36670,1983-10-07,"PG",28,"Action",17.3990294964204,18.8906843731981,9.4535218170269,360,1600,1983,"80-84","80-89"
"628","Never Say Never Again",1.6e+08,3.6e+07,"en",12753,134,6.1,708,36670,1983-10-07,"PG",12,"Adventure",17.3990294964204,18.8906843731981,9.4535218170269,360,1600,1983,"80-84","80-89"
"629","Never Say Never Again",1.6e+08,3.6e+07,"en",12753,134,6.1,708,36670,1983-10-07,"PG",53,"Thriller",17.3990294964204,18.8906843731981,9.4535218170269,360,1600,1983,"80-84","80-89"
"630","Mickeys Christmas Carol",2.1e+07,3e+06,"en",8487,26,7.6,469,14813,1983-10-19,"G",10751,"Family",14.9141228466324,16.8600329956877,9.04629085996968,30,210,1983,"80-84","80-89"
"631","Mickeys Christmas Carol",2.1e+07,3e+06,"en",8487,26,7.6,469,14813,1983-10-19,"G",16,"Animation",14.9141228466324,16.8600329956877,9.04629085996968,30,210,1983,"80-84","80-89"
"632","The Right Stuff",21500000,2.7e+07,"en",8602,193,7.5,456,9549,1983-10-20,"PG",18,"Drama",17.1113474239686,16.8835634930979,9.05975001334368,270,215,1983,"80-84","80-89"
"633","The Right Stuff",21500000,2.7e+07,"en",8602,193,7.5,456,9549,1983-10-20,"PG",36,"History",17.1113474239686,16.8835634930979,9.05975001334368,270,215,1983,"80-84","80-89"
"634","Rumble Fish",2494480,1e+07,"en",7806,94,7.2,320,232,1983-10-20,"R",28,"Action",16.1180956509583,14.7295908486123,8.96264794774056,100,24.94,1983,"80-84","80-89"
"635","Rumble Fish",2494480,1e+07,"en",7806,94,7.2,320,232,1983-10-20,"R",80,"Crime",16.1180956509583,14.7295908486123,8.96264794774056,100,24.94,1983,"80-84","80-89"
"636","Rumble Fish",2494480,1e+07,"en",7806,94,7.2,320,232,1983-10-20,"R",18,"Drama",16.1180956509583,14.7295908486123,8.96264794774056,100,24.94,1983,"80-84","80-89"
"637","The Dead Zone",20766616,1e+07,"en",8.77,103,7.1,711,11336,1983-10-21,"R",27,"Horror",16.1180956509583,16.8488572552792,2.17133680638409,100,207.67,1983,"80-84","80-89"
"638","The Dead Zone",20766616,1e+07,"en",8.77,103,7.1,711,11336,1983-10-21,"R",878,"Science Fiction",16.1180956509583,16.8488572552792,2.17133680638409,100,207.67,1983,"80-84","80-89"
"639","The Dead Zone",20766616,1e+07,"en",8.77,103,7.1,711,11336,1983-10-21,"R",53,"Thriller",16.1180956509583,16.8488572552792,2.17133680638409,100,207.67,1983,"80-84","80-89"
"640","Yentl",30400000,1.2e+07,"en",7735,132,6.6,110,10269,1983-11-18,"PG",18,"Drama",16.3004172077523,17.2299531663765,8.95351076300717,120,304,1983,"80-84","80-89"
"641","Yentl",30400000,1.2e+07,"en",7735,132,6.6,110,10269,1983-11-18,"PG",10402,"Music",16.3004172077523,17.2299531663765,8.95351076300717,120,304,1983,"80-84","80-89"
"642","Yentl",30400000,1.2e+07,"en",7735,132,6.6,110,10269,1983-11-18,"PG",10749,"Romance",16.3004172077523,17.2299531663765,8.95351076300717,120,304,1983,"80-84","80-89"
"643","Sleepaway Camp",1.1e+07,350000,"en",6135,85,6.2,272,13567,1983-11-18,"R",27,"Horror",12.7656884334656,16.2134058307626,8.72176535714501,3.5,110,1983,"80-84","80-89"
"644","Sudden Impact",67642693,2.2e+07,"en",9477,117,6.6,430,10650,1983-12-07,"R",80,"Crime",16.9065530113226,18.0297498949218,9.15662308947019,220,676.43,1983,"80-84","80-89"
"645","Scarface",66023329,2.5e+07,"en",17131,170,8.1,6310,111,1983-12-08,"R",28,"Action",17.0343863828325,18.005518707232,9.74864496673046,250,660.23,1983,"80-84","80-89"
"646","Scarface",66023329,2.5e+07,"en",17131,170,8.1,6310,111,1983-12-08,"R",80,"Crime",17.0343863828325,18.005518707232,9.74864496673046,250,660.23,1983,"80-84","80-89"
"647","Scarface",66023329,2.5e+07,"en",17131,170,8.1,6310,111,1983-12-08,"R",18,"Drama",17.0343863828325,18.005518707232,9.74864496673046,250,660.23,1983,"80-84","80-89"
"648","Scarface",66023329,2.5e+07,"en",17131,170,8.1,6310,111,1983-12-08,"R",53,"Thriller",17.0343863828325,18.005518707232,9.74864496673046,250,660.23,1983,"80-84","80-89"
"649","Beverly Hills Cop",316360478,1.5e+07,"en",15276,105,7.1,2173,90,1984-01-25,"R",28,"Action",16.5235607590665,19.5723928745513,9.63403824834541,150,3163.6,1984,"80-84","80-89"
"650","Beverly Hills Cop",316360478,1.5e+07,"en",15276,105,7.1,2173,90,1984-01-25,"R",35,"Comedy",16.5235607590665,19.5723928745513,9.63403824834541,150,3163.6,1984,"80-84","80-89"
"651","Beverly Hills Cop",316360478,1.5e+07,"en",15276,105,7.1,2173,90,1984-01-25,"R",80,"Crime",16.5235607590665,19.5723928745513,9.63403824834541,150,3163.6,1984,"80-84","80-89"
"652","Footloose",80035402,8200000,"en",8592,107,6.6,1143,1788,1984-02-17,"PG",18,"Drama",15.9196447122345,18.1979796197528,9.05858681674865,82,800.35,1984,"80-84","80-89"
"653","Footloose",80035402,8200000,"en",8592,107,6.6,1143,1788,1984-02-17,"PG",10749,"Romance",15.9196447122345,18.1979796197528,9.05858681674865,82,800.35,1984,"80-84","80-89"
"654","Repo Man",2300000,1500000,"en",6.08,92,6.7,281,13820,1984-02-20,"R",35,"Comedy",14.2209756660724,14.6484196808994,1.80500469597808,15,23,1984,"80-84","80-89"
"655","Repo Man",2300000,1500000,"en",6.08,92,6.7,281,13820,1984-02-20,"R",878,"Science Fiction",14.2209756660724,14.6484196808994,1.80500469597808,15,23,1984,"80-84","80-89"
"656","Splash",69821334,8e+06,"en",8253,111,6.2,706,2619,1984-03-09,"PG",35,"Comedy",15.8949520996441,18.0614501657319,9.01833204959268,80,698.21,1984,"80-84","80-89"
"657","Splash",69821334,8e+06,"en",8253,111,6.2,706,2619,1984-03-09,"PG",14,"Fantasy",15.8949520996441,18.0614501657319,9.01833204959268,80,698.21,1984,"80-84","80-89"
"658","Splash",69821334,8e+06,"en",8253,111,6.2,706,2619,1984-03-09,"PG",10749,"Romance",15.8949520996441,18.0614501657319,9.01833204959268,80,698.21,1984,"80-84","80-89"
"659","Children of the Corn",1.4e+07,8e+05,"en",7.9,93,5.7,489,10823,1984-03-09,"R",27,"Horror",13.5923670066501,16.4545678875795,2.06686275947298,8,140,1984,"80-84","80-89"
"660","Children of the Corn",1.4e+07,8e+05,"en",7.9,93,5.7,489,10823,1984-03-09,"R",53,"Thriller",13.5923670066501,16.4545678875795,2.06686275947298,8,140,1984,"80-84","80-89"
"661","NausicaÃ¤ of the Valley of the Wind",3301446,1e+06,"ja",19491,117,7.9,1681,81,1984-03-11,"PG",12,"Adventure",13.8155105579643,15.0098711122813,9.87770809954864,10,33.01,1984,"80-84","80-89"
"662","NausicaÃ¤ of the Valley of the Wind",3301446,1e+06,"ja",19491,117,7.9,1681,81,1984-03-11,"PG",16,"Animation",13.8155105579643,15.0098711122813,9.87770809954864,10,33.01,1984,"80-84","80-89"
"663","NausicaÃ¤ of the Valley of the Wind",3301446,1e+06,"ja",19491,117,7.9,1681,81,1984-03-11,"PG",14,"Fantasy",13.8155105579643,15.0098711122813,9.87770809954864,10,33.01,1984,"80-84","80-89"
"664","Police Academy",146198896,4500000,"en",13309,96,6.6,1379,9336,1984-03-22,"R",35,"Comedy",15.3195879547405,18.8004785539519,9.49619577708656,45,1461.99,1984,"80-84","80-89"
"665","Police Academy",146198896,4500000,"en",13309,96,6.6,1379,9336,1984-03-22,"R",80,"Crime",15.3195879547405,18.8004785539519,9.49619577708656,45,1461.99,1984,"80-84","80-89"
"666","Romancing the Stone",86572238,1e+07,"en",9268,106,6.7,949,9326,1984-03-30,"PG",28,"Action",16.1180956509583,18.2764897447695,9.13432288555227,100,865.72,1984,"80-84","80-89"
"667","Romancing the Stone",86572238,1e+07,"en",9268,106,6.7,949,9326,1984-03-30,"PG",12,"Adventure",16.1180956509583,18.2764897447695,9.13432288555227,100,865.72,1984,"80-84","80-89"
"668","Romancing the Stone",86572238,1e+07,"en",9268,106,6.7,949,9326,1984-03-30,"PG",35,"Comedy",16.1180956509583,18.2764897447695,9.13432288555227,100,865.72,1984,"80-84","80-89"
"669","Romancing the Stone",86572238,1e+07,"en",9268,106,6.7,949,9326,1984-03-30,"PG",10749,"Romance",16.1180956509583,18.2764897447695,9.13432288555227,100,865.72,1984,"80-84","80-89"
"670","The NeverEnding Story",20158808,2.7e+07,"en",13928,102,7.2,2252,34584,1984-04-05,"PG",18,"Drama",17.1113474239686,16.8191518724352,9.54165648144802,270,201.59,1984,"80-84","80-89"
"671","The NeverEnding Story",20158808,2.7e+07,"en",13928,102,7.2,2252,34584,1984-04-05,"PG",10751,"Family",17.1113474239686,16.8191518724352,9.54165648144802,270,201.59,1984,"80-84","80-89"
"672","The NeverEnding Story",20158808,2.7e+07,"en",13928,102,7.2,2252,34584,1984-04-05,"PG",14,"Fantasy",17.1113474239686,16.8191518724352,9.54165648144802,270,201.59,1984,"80-84","80-89"
"673","The NeverEnding Story",20158808,2.7e+07,"en",13928,102,7.2,2252,34584,1984-04-05,"PG",12,"Adventure",17.1113474239686,16.8191518724352,9.54165648144802,270,201.59,1984,"80-84","80-89"
"674","Friday the 13th The Final Chapter",32980880,2600000,"en",8.5,91,5.9,590,9730,1984-04-13,"R",27,"Horror",14.7710220029917,17.3114385575778,2.14006616349627,26,329.81,1984,"80-84","80-89"
"675","Friday the 13th The Final Chapter",32980880,2600000,"en",8.5,91,5.9,590,9730,1984-04-13,"R",53,"Thriller",14.7710220029917,17.3114385575778,2.14006616349627,26,329.81,1984,"80-84","80-89"
"676","Sixteen Candles",23686027,6500000,"en",18192,93,6.8,1249,15144,1984-05-04,"PG",35,"Comedy",15.6873127348659,16.9803958541768,9.80873721599032,65,236.86,1984,"80-84","80-89"
"677","Sixteen Candles",23686027,6500000,"en",18192,93,6.8,1249,15144,1984-05-04,"PG",10749,"Romance",15.6873127348659,16.9803958541768,9.80873721599032,65,236.86,1984,"80-84","80-89"
"678","This Is Spinal Tap",4736202,2500000,"en",12912,82,7.6,805,11031,1984-05-04,"R",35,"Comedy",14.7318012898384,15.3707461066634,9.46591239050973,25,47.36,1984,"80-84","80-89"
"679","This Is Spinal Tap",4736202,2500000,"en",12912,82,7.6,805,11031,1984-05-04,"R",10402,"Music",14.7318012898384,15.3707461066634,9.46591239050973,25,47.36,1984,"80-84","80-89"
"680","The Natural",47951979,2.8e+07,"en",6877,137,7,305,11393,1984-05-11,"PG",18,"Drama",17.1477150681395,17.6857106306005,8.83593778931984,280,479.52,1984,"80-84","80-89"
"681","Paris Texas",2181987,1746964,"en",7341,146,8.1,689,655,1984-05-19,"R",18,"Drama",14.3733899821494,14.5957464875206,8.90123035211078,17.47,21.82,1984,"80-84","80-89"
"682","Once Upon a Time in America",5300000,2e+07,"en",15373,229,8.4,2683,311,1984-05-23,"R",18,"Drama",16.8112428315183,15.4832173785224,9.6403680029126,200,53,1984,"80-84","80-89"
"683","Once Upon a Time in America",5300000,2e+07,"en",15373,229,8.4,2683,311,1984-05-23,"R",80,"Crime",16.8112428315183,15.4832173785224,9.6403680029126,200,53,1984,"80-84","80-89"
"684","Indiana Jones and the Temple of Doom",3.33e+08,2.8e+07,"en",13731,118,7.2,5527,87,1984-05-23,"PG",12,"Adventure",17.1477150681395,19.6236530479447,9.52741132932175,280,3330,1984,"80-84","80-89"
"685","Indiana Jones and the Temple of Doom",3.33e+08,2.8e+07,"en",13731,118,7.2,5527,87,1984-05-23,"PG",28,"Action",17.1477150681395,19.6236530479447,9.52741132932175,280,3330,1984,"80-84","80-89"
"686","Star Trek III The Search for Spock",8.7e+07,1.8e+07,"en",7181,105,6.6,739,157,1984-06-01,"PG",878,"Science Fiction",16.7058823158604,18.2814186766189,8.87919392811032,180,870,1984,"80-84","80-89"
"687","Star Trek III The Search for Spock",8.7e+07,1.8e+07,"en",7181,105,6.6,739,157,1984-06-01,"PG",28,"Action",16.7058823158604,18.2814186766189,8.87919392811032,180,870,1984,"80-84","80-89"
"688","Star Trek III The Search for Spock",8.7e+07,1.8e+07,"en",7181,105,6.6,739,157,1984-06-01,"PG",12,"Adventure",16.7058823158604,18.2814186766189,8.87919392811032,180,870,1984,"80-84","80-89"
"689","Star Trek III The Search for Spock",8.7e+07,1.8e+07,"en",7181,105,6.6,739,157,1984-06-01,"PG",53,"Thriller",16.7058823158604,18.2814186766189,8.87919392811032,180,870,1984,"80-84","80-89"
"690","Gremlins",153083102,1.1e+07,"en",16121,106,7.1,3831,927,1984-06-07,"PG",14,"Fantasy",16.2134058307626,18.8464914822308,9.687878048876,110,1530.83,1984,"80-84","80-89"
"691","Gremlins",153083102,1.1e+07,"en",16121,106,7.1,3831,927,1984-06-07,"PG",27,"Horror",16.2134058307626,18.8464914822308,9.687878048876,110,1530.83,1984,"80-84","80-89"
"692","Gremlins",153083102,1.1e+07,"en",16121,106,7.1,3831,927,1984-06-07,"PG",35,"Comedy",16.2134058307626,18.8464914822308,9.687878048876,110,1530.83,1984,"80-84","80-89"
"693","Ghostbusters",295212467,3e+07,"en",17725,107,7.4,5302,620,1984-06-08,"PG",35,"Comedy",17.2167079396264,19.5032058821837,9.78273135140033,300,2952.12,1984,"80-84","80-89"
"694","Ghostbusters",295212467,3e+07,"en",17725,107,7.4,5302,620,1984-06-08,"PG",14,"Fantasy",17.2167079396264,19.5032058821837,9.78273135140033,300,2952.12,1984,"80-84","80-89"
"695","Top Secret",20458340,9e+06,"en",9292,90,7,522,8764,1984-06-08,"PG",35,"Comedy",16.0127351353005,16.8339011812764,9.1369090938903,90,204.58,1984,"80-84","80-89"
"696","The Karate Kid",90815558,8e+06,"en",13969,126,7,2024,1885,1984-06-22,"PG",18,"Drama",15.8949520996441,18.3243411725062,9.54459586772755,80,908.16,1984,"80-84","80-89"
"697","The Karate Kid",90815558,8e+06,"en",13969,126,7,2024,1885,1984-06-22,"PG",28,"Action",15.8949520996441,18.3243411725062,9.54459586772755,80,908.16,1984,"80-84","80-89"
"698","Bachelor Party",38435947,6e+06,"en",8819,105,6,308,12309,1984-06-29,"R",35,"Comedy",15.6072700271923,17.4645036994627,9.08466376388818,60,384.36,1984,"80-84","80-89"
"699","Conan the Destroyer",31042035,1.8e+07,"en",9.73,103,6,780,9610,1984-06-29,"PG",12,"Adventure",16.7058823158604,17.2508528116973,2.27521389619791,180,310.42,1984,"80-84","80-89"
"700","Conan the Destroyer",31042035,1.8e+07,"en",9.73,103,6,780,9610,1984-06-29,"PG",14,"Fantasy",16.7058823158604,17.2508528116973,2.27521389619791,180,310.42,1984,"80-84","80-89"
"701","Conan the Destroyer",31042035,1.8e+07,"en",9.73,103,6,780,9610,1984-06-29,"PG",28,"Action",16.7058823158604,17.2508528116973,2.27521389619791,180,310.42,1984,"80-84","80-89"
"702","The Last Starfighter",28733290,1.5e+07,"en",8392,101,6.5,382,11884,1984-07-13,"PG",28,"Action",16.5235607590665,17.173566938844,9.03503415007613,150,287.33,1984,"80-84","80-89"
"703","The Last Starfighter",28733290,1.5e+07,"en",8392,101,6.5,382,11884,1984-07-13,"PG",12,"Adventure",16.5235607590665,17.173566938844,9.03503415007613,150,287.33,1984,"80-84","80-89"
"704","The Last Starfighter",28733290,1.5e+07,"en",8392,101,6.5,382,11884,1984-07-13,"PG",878,"Science Fiction",16.5235607590665,17.173566938844,9.03503415007613,150,287.33,1984,"80-84","80-89"
